City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Tapiramuta,BR,2022-03-24 03:05:16,-11.8472,-40.7914,64.08,99,33,3.78
295,Uniontown,US,2022-03-24 03:05:16,39.9001,-79.7164,58.08,57,46,5.99
296,Luganville,VU,2022-03-24 03:01:17,-15.5333,167.1667,83.14,78,89,4.16
297,Severo-Kurilsk,RU,2022-03-24 03:02:29,50.6789,156.125,32.31,73,71,10.11
298,Talnakh,RU,2022-03-24 03:05:21,69.4865,88.3972,9.21,81,85,8.68
299,Trabzon,TR,2022-03-24 03:05:22,40.9167,39.8333,35.69,93,75,0.0
300,Kuznetsk,RU,2022-03-24 03:05:22,53.1167,46.6004,30.99,87,100,5.59
301,Winnemucca,US,2022-03-24 03:05:23,40.973,-117.7357,55.45,47,0,9.22
302,Berlevag,NO,2022-03-24 03:02:37,70.8578,29.0864,24.6,61,100,18.43
303,Grand-Lahou,CI,2022-03-24 03:05:23,5.1367,-5.0242,78.6,92,70,5.03
304,Mahibadhoo,MV,2022-03-24 03:05:24,3.7833,72.9667,83.34,63,70,14.32
305,La Ronge,CA,2022-03-24 03:05:24,55.1001,-105.2842,31.86,94,55,5.68
306,Ulaangom,MN,2022-03-24 03:05:25,49.9811,92.0667,8.15,82,100,4.68
307,Caracollo,PE,2022-03-24 03:05:25,-14.9165,-70.6603,44.42,89,95,2.73
308,Hailar,CN,2022-03-24 03:05:25,49.2,119.7,24.49,75,51,8.99
309,Bethel,US,2022-03-24 03:05:26,41.3712,-73.414,39.76,78,100,10.36
310,Aden,YE,2022-03-24 03:05:26,12.7794,45.0367,77.61,83,69,6.46
311,Acarau,BR,2022-03-24 03:05:27,-2.8856,-40.12,76.33,89,100,7.72
312,Kruisfontein,ZA,2022-03-24 03:05:27,-34.0033,24.7314,66.88,88,100,7.83
313,Dublin,US,2022-03-24 03:02:41,37.7021,-121.9358,65.37,73,0,9.22
314,Joao Pinheiro,BR,2022-03-24 03:05:28,-17.7425,-46.1725,70.63,69,99,6.33
315,San Patricio,US,2022-03-24 03:06:28,28.017,-97.5169,68.09,36,62,2.48
316,Beyneu,KZ,2022-03-24 03:06:29,45.3167,55.2,34.27,55,0,6.76
317,Bonavista,CA,2022-03-24 03:06:29,48.6499,-53.1147,28.76,92,100,21.99
318,Kalianget,ID,2022-03-24 03:06:30,-7.05,113.9333,85.12,69,80,2.8
319,Westport,US,2022-03-24 03:06:30,41.1415,-73.3579,42.57,70,100,16.11
320,Santa Marta,CO,2022-03-24 03:04:00,11.2408,-74.199,80.15,72,8,20.15
321,Alice Springs,AU,2022-03-24 03:01:43,-23.7,133.8833,90.95,22,8,6.91
322,Volchikha,RU,2022-03-24 03:06:31,52.0333,80.3833,23.27,92,100,16.22
323,Paamiut,GL,2022-03-24 03:03:12,61.994,-49.6678,6.75,82,32,6.64
324,Minot,US,2022-03-24 03:03:24,48.2325,-101.2963,34.02,75,0,3.44
325,Zhanaozen,KZ,2022-03-24 03:06:32,43.3,52.8,30.42,59,2,13.33
326,San Felipe,VE,2022-03-24 03:06:32,10.3399,-68.7425,71.62,86,92,7.34
327,Palmer,US,2022-03-24 03:06:33,42.1584,-72.3287,40.5,63,100,5.75
328,Provideniya,RU,2022-03-24 03:04:08,64.3833,-173.3,19.51,68,0,4.47
329,Mobaye,CF,2022-03-24 03:06:33,4.319,21.1786,73.45,73,91,2.75
330,Agnibilekrou,CI,2022-03-24 03:06:34,7.1344,-3.2047,73.56,95,100,2.53
331,Kropotkin,RU,2022-03-24 03:06:34,45.4375,40.5756,30.43,73,87,15.14
332,San Ignacio,BZ,2022-03-24 03:06:35,17.1561,-89.0714,73.09,97,31,2.89
333,Finote Selam,ET,2022-03-24 03:06:35,10.7,37.2667,62.2,35,11,2.62
334,Baykit,RU,2022-03-24 03:06:35,61.67,96.37,19.24,91,96,1.66
335,Longyearbyen,SJ,2022-03-24 03:03:10,78.2186,15.6401,-16.94,97,48,2.95
336,Grand Gaube,MU,2022-03-24 03:06:36,-20.0064,57.6608,79.38,83,44,16.17
337,La Libertad,EC,2022-03-24 03:06:37,-2.2333,-80.9,76.75,82,99,7.49
338,Podosinovets,RU,2022-03-24 03:06:37,60.2776,47.0659,31.08,84,100,8.97
339,Atlantic Beach,US,2022-03-24 03:02:33,30.3344,-81.3987,71.58,96,100,1.01
340,Velsk,RU,2022-03-24 03:06:38,61.0701,42.0983,25.39,98,87,7.76
341,Beloha,MG,2022-03-24 03:06:38,-25.1667,45.05,71.35,74,0,6.91
342,Jian,CN,2022-03-24 03:06:39,27.1172,114.9793,60.57,69,99,4.09
343,Tougan,BF,2022-03-24 03:06:39,13.0667,-3.0667,80.17,12,11,8.05
344,Uyemskiy,RU,2022-03-24 03:06:40,64.4743,40.8524,33.85,69,40,8.95
345,Ambovombe,MG,2022-03-24 03:06:40,-25.1667,46.0833,70.63,84,0,4.52
346,Kulhudhuffushi,MV,2022-03-24 03:06:40,6.6221,73.07,83.21,61,38,13.11
347,Avera,US,2022-03-24 03:06:41,33.194,-82.5271,71.65,96,80,10.2
348,Sao Gabriel Da Cachoeira,BR,2022-03-24 03:06:41,-0.1303,-67.0892,73.33,98,100,0.74
349,Visnes,NO,2022-03-24 03:06:42,59.3556,5.2242,41.05,81,75,13.8
350,Rorvik,NO,2022-03-24 03:06:42,64.8621,11.2373,43.9,98,100,14.05
351,Mantua,IT,2022-03-24 03:06:42,45.1667,10.7833,43.84,63,0,7.4
352,Fairbanks,US,2022-03-24 03:06:43,64.8378,-147.7164,19.36,47,0,12.66
353,Benguela,AO,2022-03-24 03:05:24,-12.5763,13.4055,78.82,84,94,2.62
354,Kaitangata,NZ,2022-03-24 03:06:44,-46.2817,169.8464,63.7,51,5,12.3
355,Yulara,AU,2022-03-24 03:06:44,-25.2406,130.9889,87.64,30,7,11.5
356,Iraquara,BR,2022-03-24 03:06:44,-12.2486,-41.6194,68.56,95,95,5.84
357,Mucurapo,TT,2022-03-24 03:06:45,10.6667,-61.5333,78.26,84,5,10.54
358,Santa Maria,BR,2022-03-24 03:06:45,-29.6842,-53.8069,66.04,98,100,4.5
359,Iquitos,PE,2022-03-24 03:06:46,-3.7481,-73.2472,77.04,100,40,3.44
360,Shama,CN,2022-03-24 03:07:47,33.6102,104.2852,55.69,56,29,5.44
361,Kirando,TZ,2022-03-24 03:07:48,-7.4167,30.6,70.09,82,30,5.64
362,Dhrangadhra,IN,2022-03-24 03:07:07,22.9833,71.4667,79.43,28,52,9.51
363,Mabaruma,GY,2022-03-24 03:07:48,8.2,-59.7833,72.18,96,9,2.84
364,Vung Tau,VN,2022-03-24 03:07:49,10.346,107.0843,83.86,75,11,10.71
365,Egvekinot,RU,2022-03-24 03:07:49,66.3167,-179.1667,16.03,82,17,0.54
366,Olafsvik,IS,2022-03-24 03:07:50,64.8945,-23.7142,41.11,98,100,10.31
367,Abalak,RU,2022-03-24 03:07:50,58.1286,68.5944,24.19,88,100,13.82
368,Dingle,PH,2022-03-24 03:07:51,10.9995,122.6711,88.86,56,22,12.62
369,Rognan,NO,2022-03-24 03:07:51,67.0953,15.3878,37.54,89,100,6.64
370,Laguna,US,2022-03-24 03:07:51,38.421,-121.4238,71.89,58,0,6.91
371,State College,US,2022-03-24 03:07:52,40.7934,-77.86,45.9,88,100,15.99
372,Hami,CN,2022-03-24 03:07:52,42.8,93.45,45.1,24,100,7.23
373,Ribeira Grande,PT,2022-03-24 03:07:53,38.5167,-28.7,59.43,77,88,14.72
374,Rio Gallegos,AR,2022-03-24 03:07:53,-51.6226,-69.2181,48.25,76,0,14.97
375,Lompoc,US,2022-03-24 03:07:58,34.6391,-120.4579,66.34,94,100,4.61
376,Meulaboh,ID,2022-03-24 03:07:58,4.1363,96.1285,83.62,72,99,2.06
377,Roma,US,2022-03-24 03:07:59,43.2128,-75.4557,41.68,73,100,21.85
378,Keflavik,IS,2022-03-24 03:07:59,64.0049,-22.5624,43.23,100,100,19.57
379,Finnsnes,NO,2022-03-24 03:08:00,69.2296,17.9811,30.81,96,100,4.52
380,Pisco,PE,2022-03-24 03:08:00,-13.7,-76.2167,68.02,77,0,13.8
381,Ostrovnoy,RU,2022-03-24 03:08:00,68.0531,39.5131,25.0,94,100,24.18
382,Ak-Dovurak,RU,2022-03-24 03:08:01,51.1833,90.6,10.27,72,100,2.04
383,Bandarbeyla,SO,2022-03-24 03:08:01,9.4942,50.8122,74.8,83,16,1.5
384,Sao Jose Da Coroa Grande,BR,2022-03-24 03:08:02,-8.8978,-35.1478,78.51,83,99,8.61
385,Hofn,IS,2022-03-24 03:08:02,64.2539,-15.2082,37.9,90,100,7.76
386,Katangli,RU,2022-03-24 03:08:02,51.7102,143.2326,31.35,89,7,3.58
387,Svetlaya,RU,2022-03-24 03:08:03,46.5389,138.3297,37.2,73,74,4.76
388,Faya,SA,2022-03-24 03:08:03,18.3851,42.4509,54.12,69,6,3.15
389,Newton Stewart,GB,2022-03-24 03:08:04,54.9578,-4.4832,44.6,72,26,2.53
390,Leamington,CA,2022-03-24 03:08:04,42.0549,-82.6062,42.91,99,77,14.47
391,Tyrma,RU,2022-03-24 03:08:05,50.0833,132.1667,32.14,83,90,0.27
392,Hiji,JP,2022-03-24 03:08:05,33.3667,131.5333,58.62,53,0,5.88
393,Vila Franca Do Campo,PT,2022-03-24 03:08:05,37.7167,-25.4333,58.19,70,16,1.86
394,Sakaiminato,JP,2022-03-24 03:08:06,35.55,133.2333,54.01,56,4,14.43
395,Cayenne,GF,2022-03-24 03:08:06,4.9333,-52.3333,80.1,1,100,8.05
396,Tonantins,BR,2022-03-24 03:08:07,-2.8731,-67.8022,74.14,98,100,1.9
397,Los Llanos De Aridane,ES,2022-03-24 03:08:07,28.6585,-17.9182,60.55,80,0,12.66
398,Suez,EG,2022-03-24 03:08:08,29.9737,32.5263,50.02,54,3,11.97
399,Mega,ET,2022-03-24 03:08:08,4.05,38.3,60.78,76,29,5.23
400,Paka,MY,2022-03-24 03:08:09,4.6374,103.4368,85.28,70,15,2.48
401,Hanzhong,CN,2022-03-24 03:08:09,33.0728,107.0303,62.56,57,60,2.64
402,Boende,CD,2022-03-24 03:08:09,-0.2167,20.8667,70.2,85,37,1.61
403,Soure,BR,2022-03-24 03:08:10,-0.7167,-48.5233,78.13,88,100,9.69
404,Yemanzhelinsk,RU,2022-03-24 03:03:35,54.7547,61.3208,31.28,80,100,16.58
405,Roebourne,AU,2022-03-24 03:08:11,-20.7833,117.1333,97.0,33,87,2.44
406,Mount Isa,AU,2022-03-24 03:04:23,-20.7333,139.5,96.57,24,47,10.36
407,Forestville,US,2022-03-24 03:05:51,38.8451,-76.875,56.59,95,100,9.22
408,Weligama,LK,2022-03-24 03:09:12,5.9667,80.4167,83.21,68,69,6.55
409,Wasilla,US,2022-03-24 03:09:13,61.5814,-149.4394,38.89,49,0,14.97
410,Moose Factory,CA,2022-03-24 03:09:13,51.2585,-80.6094,24.55,95,100,4.21
411,Kirya,TZ,2022-03-24 03:09:14,-3.9167,37.4833,72.5,84,90,7.87
412,Santa Isabel Do Rio Negro,BR,2022-03-24 03:09:14,-0.4139,-65.0192,74.26,98,100,2.59
413,Chapais,CA,2022-03-24 03:09:14,49.7834,-74.8492,26.42,87,100,9.91
414,Aripuana,BR,2022-03-24 03:05:10,-9.1667,-60.6333,73.56,98,100,2.08
415,Makaha,US,2022-03-24 03:09:15,21.4694,-158.2175,80.51,60,75,16.11
416,Itaporanga,BR,2022-03-24 03:09:15,-7.3044,-38.1503,71.89,94,97,0.49
417,Ravar,IR,2022-03-24 03:09:16,31.2656,56.8055,61.86,22,0,2.95
418,Rundu,NA,2022-03-24 03:09:16,-17.9333,19.7667,63.21,83,6,4.5
419,Bharatpur,IN,2022-03-24 03:09:17,27.2167,77.4833,88.39,13,92,7.14
420,Miandrivazo,MG,2022-03-24 03:09:21,-19.5167,45.4667,75.6,91,3,2.44
421,Evensk,RU,2022-03-24 03:09:21,61.95,159.2333,23.68,92,100,8.81
422,Geraldton,AU,2022-03-24 03:09:21,-28.7667,114.6,93.61,21,33,23.02
423,Arraial Do Cabo,BR,2022-03-24 03:09:22,-22.9661,-42.0278,75.67,76,4,15.82
424,Marica,BR,2022-03-24 03:09:22,-22.9194,-42.8186,73.35,81,4,10.13
425,Anlu,CN,2022-03-24 03:09:23,31.1661,112.5831,58.15,68,100,15.66
426,Matagami,CA,2022-03-24 03:09:23,49.7502,-77.6328,30.02,82,100,10.74
427,Gamba,GA,2022-03-24 03:09:24,-2.65,10.0,78.37,91,98,3.85
428,Ngorongoro,TZ,2022-03-24 03:09:24,-3.2397,35.4875,50.18,94,26,3.15
429,Angoche,MZ,2022-03-24 03:09:24,-16.2325,39.9086,74.17,95,32,9.15
430,Texarkana,US,2022-03-24 03:09:25,33.4251,-94.0477,52.02,53,0,4.61
431,Green River,US,2022-03-24 03:05:22,41.5286,-109.4662,44.98,51,8,8.01
432,North Bend,US,2022-03-24 03:09:25,43.4065,-124.2243,55.92,97,100,11.5
433,Backa Palanka,RS,2022-03-24 03:09:26,45.2508,19.3919,44.6,61,0,5.91
434,Kifri,IQ,2022-03-24 03:09:26,34.6959,44.9661,51.33,66,0,10.8
435,Abu Samrah,SY,2022-03-24 03:09:27,35.3029,37.1841,42.19,88,83,11.1
436,Cimarron Hills,US,2022-03-24 03:06:08,38.8586,-104.6989,41.59,34,0,16.11
437,Shubarshi,KZ,2022-03-24 03:09:27,48.5872,57.1869,9.7,95,11,4.45
438,Takoradi,GH,2022-03-24 03:09:28,4.8845,-1.7554,79.9,86,66,4.97
439,Linqiong,CN,2022-03-24 03:09:28,30.4159,103.4609,59.56,74,98,3.85
440,Marawi,PH,2022-03-24 03:09:29,7.9986,124.2928,81.14,59,62,5.48
441,Taywarah,AF,2022-03-24 03:09:29,33.35,64.4167,40.42,54,0,3.18
442,Panaba,MX,2022-03-24 03:09:29,21.2833,-88.2667,76.19,69,16,8.03
443,Mgandu,TZ,2022-03-24 03:09:30,-5.95,34.1333,58.21,99,61,5.19
444,Chimbote,PE,2022-03-24 03:09:30,-9.0853,-78.5783,69.01,86,36,6.76
445,Petropavlovsk-Kamchatskiy,RU,2022-03-24 03:09:31,53.0452,158.6483,30.79,55,75,6.71
446,Gorbatov,RU,2022-03-24 03:09:31,56.1331,43.0583,23.81,99,80,5.41
447,Rosarito,MX,2022-03-24 03:09:32,32.3333,-117.0333,75.42,54,0,7.2
448,Manggar,ID,2022-03-24 03:09:32,-2.8833,108.2667,85.89,67,54,7.07
449,Kadiri,IN,2022-03-24 03:09:33,14.1167,78.1667,82.06,60,60,3.36
450,Vardo,NO,2022-03-24 03:09:33,70.3705,31.1107,26.94,60,99,22.95
451,Honningsvag,NO,2022-03-24 03:09:33,70.9821,25.9704,28.15,50,75,13.8
452,Fayaoue,NC,2022-03-24 03:09:34,-20.65,166.5333,80.96,71,100,15.26
453,Knysna,ZA,2022-03-24 03:09:34,-34.0363,23.0471,65.88,96,16,5.23
454,Shebalino,RU,2022-03-24 03:10:35,51.2917,85.6772,19.0,72,80,15.86
455,Sandnessjoen,NO,2022-03-24 03:10:35,66.0217,12.6316,42.66,96,100,5.01
456,Laibin,CN,2022-03-24 03:06:04,23.7,109.2667,55.94,93,100,1.59
457,Vaitape,PF,2022-03-24 03:10:36,-16.5167,-151.75,81.09,73,100,8.7
458,Wewak,PG,2022-03-24 03:10:36,-3.5534,143.6268,83.52,74,76,2.33
459,Nefteyugansk,RU,2022-03-24 03:10:36,61.0998,72.6035,20.41,96,100,8.84
460,Gizel,RU,2022-03-24 03:10:37,43.04,44.5708,25.02,92,87,6.71
461,Scottsbluff,US,2022-03-24 03:10:37,41.8666,-103.6672,43.92,33,0,8.05
462,Kuito,AO,2022-03-24 03:10:38,-12.3833,16.9333,59.02,97,100,3.02
463,Kurilsk,RU,2022-03-24 03:10:38,45.2333,147.8833,34.5,71,100,7.61
464,Okha,RU,2022-03-24 03:10:39,53.5739,142.9478,26.04,76,7,8.12
465,Atar,MR,2022-03-24 03:10:39,20.5169,-13.0499,67.5,24,0,10.27
466,Dubuque,US,2022-03-24 03:10:39,42.4833,-90.8668,38.62,79,100,17.27
467,Antofagasta,CL,2022-03-24 03:10:40,-23.65,-70.4,60.08,79,40,5.28
468,Flin Flon,CA,2022-03-24 03:06:00,54.7682,-101.865,32.11,94,70,8.12
469,Codrington,AU,2022-03-24 03:10:40,-38.2667,141.9667,62.11,55,100,8.34
470,Mundo Nuevo,MX,2022-03-24 03:10:41,18.7,-95.5,71.37,75,100,9.89
471,Arecibo,PR,2022-03-24 03:10:31,18.4724,-66.7157,75.38,87,0,10.65
472,Clarksburg,US,2022-03-24 03:06:06,39.2807,-80.3445,62.29,91,100,8.05
473,Emba,KZ,2022-03-24 03:10:42,48.8264,58.1442,12.99,96,78,5.86
474,Pinega,RU,2022-03-24 03:10:42,64.7001,43.3936,30.94,84,100,10.89
475,Bedesa,ET,2022-03-24 03:10:43,8.9,40.7833,64.13,73,49,1.21
476,Ilebo,CD,2022-03-24 03:10:43,-4.3167,20.5833,70.07,89,46,1.81
477,Tuy Hoa,VN,2022-03-24 03:10:44,13.0833,109.3,85.96,66,87,4.94
478,Havre-Saint-Pierre,CA,2022-03-24 03:10:44,50.2334,-63.5986,24.24,70,0,12.12
479,Pimentel,PE,2022-03-24 03:10:44,-6.8367,-79.9342,70.38,81,22,14.99
480,Broome,US,2022-03-24 03:10:45,42.2506,-75.833,40.89,73,100,16.11
481,Karratha,AU,2022-03-24 03:10:45,-20.7377,116.8463,95.38,39,99,9.22
482,Ozernovskiy,RU,2022-03-24 03:10:46,51.5,156.5167,31.48,72,100,18.59
483,Mucuri,BR,2022-03-24 03:10:46,-18.0864,-39.5508,74.64,88,50,5.53
484,Denizli,TR,2022-03-24 03:10:47,37.8402,29.0698,34.61,81,7,3.65
485,Khandyga,RU,2022-03-24 03:10:47,62.6667,135.6,14.02,85,100,2.71
486,Borinskoye,RU,2022-03-24 03:10:47,52.4569,39.3713,31.06,86,100,6.04
487,Carballo,ES,2022-03-24 03:10:48,43.213,-8.691,47.75,93,9,2.55
488,Kochi,IN,2022-03-24 03:09:00,9.9399,76.2602,80.58,81,81,3.11
489,Linxia,CN,2022-03-24 03:09:12,35.6003,103.2064,57.42,34,94,8.01
490,Raub,MY,2022-03-24 03:10:49,3.7899,101.857,86.7,66,63,1.05
491,Mahina,PF,2022-03-24 03:10:49,-17.5065,-149.489,83.97,65,75,9.22
492,San Cristobal,VE,2022-03-24 03:10:49,7.7669,-72.225,73.58,71,29,1.41
493,Brownsville,US,2022-03-24 03:10:40,25.9018,-97.4975,59.97,60,0,0.0
494,Taiyuan,CN,2022-03-24 03:10:50,37.8694,112.5603,53.46,47,40,4.47
495,La Orilla,MX,2022-03-24 03:10:50,17.9833,-102.2333,71.01,69,0,2.64
496,Nouadhibou,MR,2022-03-24 03:10:51,20.931,-17.0347,61.9,83,0,25.01
497,Merauke,ID,2022-03-24 03:10:51,-8.4667,140.3333,84.13,72,57,9.01
498,Vestmannaeyjar,IS,2022-03-24 03:10:52,63.4427,-20.2734,45.73,97,100,18.7
499,Hasaki,JP,2022-03-24 03:10:52,35.7333,140.8333,54.28,71,97,14.85
500,Nyrob,RU,2022-03-24 03:10:53,60.733,56.7202,7.65,100,94,1.05
501,Huntsville,US,2022-03-24 03:07:14,34.7304,-86.5861,51.6,75,0,10.36
502,Ascension,US,2022-03-24 03:10:53,30.2169,-90.9001,57.2,77,0,0.0
503,Larsnes,NO,2022-03-24 03:11:54,62.2028,5.5773,48.79,86,95,13.56
504,Tocopilla,CL,2022-03-24 03:11:53,-22.092,-70.1979,67.19,73,18,5.21
505,Kushima,JP,2022-03-24 03:11:54,31.4583,131.2333,60.93,57,3,4.65
506,Kloulklubed,PW,2022-03-24 03:11:55,7.0419,134.2556,81.1,76,100,12.91
507,Heihe,CN,2022-03-24 03:11:55,50.2441,127.4902,34.38,97,96,4.9
508,Svetlogorsk,BY,2022-03-24 03:11:56,52.6333,29.7333,36.3,79,3,13.71
509,Northam,GB,2022-03-24 03:11:56,51.0333,-4.2167,45.39,74,7,5.44
510,Kuala Terengganu,MY,2022-03-24 03:11:57,5.3302,103.1408,83.68,74,11,2.98
511,Tougue,GN,2022-03-24 03:11:57,11.4667,-11.6,77.58,51,78,3.74
512,Atexcatzingo,MX,2022-03-24 03:11:57,19.4667,-98.1333,64.72,34,4,5.12
513,Bhakkar,PK,2022-03-24 03:08:20,31.6253,71.0657,78.46,24,0,3.11
514,Maxixe,MZ,2022-03-24 03:11:58,-23.8597,35.3472,70.7,92,6,3.47
515,Barentu,ER,2022-03-24 03:11:58,15.1139,37.5928,69.15,50,14,4.23
516,Batagay,RU,2022-03-24 03:11:59,67.6333,134.6333,8.35,83,90,3.18
517,Rochegda,RU,2022-03-24 03:11:59,62.8,43.25,26.6,93,57,8.5
518,Zhanakorgan,KZ,2022-03-24 03:12:00,43.9098,67.2495,38.71,61,39,1.92
519,Port Shepstone,ZA,2022-03-24 03:12:00,-30.7414,30.455,69.78,77,40,5.23
520,Oga,IT,2022-03-24 03:12:01,46.4631,10.347,31.69,60,0,1.01
521,Havelock,US,2022-03-24 03:12:01,34.8791,-76.9013,71.58,91,100,13.8
522,Waupun,US,2022-03-24 03:08:47,43.6333,-88.7296,39.72,98,100,9.44
523,Katobu,ID,2022-03-24 03:12:02,-4.9408,122.5276,87.8,59,88,3.98
524,Broken Hill,AU,2022-03-24 03:12:02,-31.95,141.4333,74.41,28,3,10.47
525,Quchan,IR,2022-03-24 03:12:03,37.106,58.5095,33.01,96,91,10.85
526,Tulsipur,NP,2022-03-24 03:12:03,28.131,82.2973,84.31,16,0,2.71
527,Wanning,CN,2022-03-24 03:12:03,18.8003,110.3967,82.15,74,84,7.4
528,Miles City,US,2022-03-24 03:12:04,46.4083,-105.8406,52.77,37,0,5.75
529,Komsomolskiy,UZ,2022-03-24 03:12:04,40.4272,71.7189,41.72,81,75,2.3
530,Ixtapa,MX,2022-03-24 03:07:49,20.7,-105.2,69.03,78,0,0.0
531,Udachnyy,RU,2022-03-24 03:12:05,66.4167,112.4,8.46,77,76,4.52
532,Margate,GB,2022-03-24 03:12:05,51.3813,1.3862,48.42,69,0,3.91
533,Altamira,BR,2022-03-24 03:12:06,-3.2033,-52.2064,72.34,99,54,2.77
534,Lolodorf,CM,2022-03-24 03:12:06,3.2333,10.7333,72.61,98,99,2.24
535,Djibo,BF,2022-03-24 03:12:07,14.1022,-1.6306,79.79,9,65,10.29
536,Chicama,PE,2022-03-24 03:12:07,-7.8447,-79.1469,64.94,76,43,7.14
537,Warsaw,PL,2022-03-24 03:12:07,52.2298,21.0118,41.86,67,0,4.61
538,Raudeberg,NO,2022-03-24 03:12:08,61.9875,5.1352,41.67,83,100,23.55
539,Baiyin,CN,2022-03-24 03:12:08,36.5583,104.2081,47.07,33,99,24.05
540,Makinsk,KZ,2022-03-24 03:12:09,52.6292,70.4169,25.41,90,99,23.76
541,Coquimbo,CL,2022-03-24 03:12:09,-29.9533,-71.3436,58.73,82,0,4.61
542,Swellendam,ZA,2022-03-24 03:12:10,-34.0226,20.4417,67.75,85,99,3.58
543,Masterton,NZ,2022-03-24 03:12:10,-40.9597,175.6575,65.88,99,100,4.18
544,Mayo,US,2022-03-24 03:12:11,38.8876,-76.5119,57.94,95,100,11.5
545,Marivan,IR,2022-03-24 03:12:11,35.5219,46.176,43.57,68,55,2.93
546,Koulamoutou,GA,2022-03-24 03:12:11,-1.1303,12.4736,70.59,97,9,1.12
547,Zhangye,CN,2022-03-24 03:12:12,38.9342,100.4517,41.43,35,100,9.8
548,Bontang,ID,2022-03-24 03:12:12,0.1333,117.5,84.49,66,100,3.62
549,Masuguru,TZ,2022-03-24 03:12:13,-11.3667,38.4167,70.48,98,95,1.1
550,Baruun-Urt,MN,2022-03-24 03:12:13,46.6806,113.2792,38.7,45,86,19.24
551,Boca Del Monte,MX,2022-03-24 03:13:14,19.15,-96.8167,58.93,92,99,3.36
552,Khilok,RU,2022-03-24 03:13:14,51.3674,110.4676,24.64,71,100,5.44
553,Sabinopolis,BR,2022-03-24 03:13:15,-18.6661,-43.0839,63.73,98,48,3.09
554,Ola,RU,2022-03-24 03:13:15,59.5833,151.2833,25.14,70,14,4.85
555,Yumbe,UG,2022-03-24 03:13:15,3.4651,31.2469,66.09,81,10,3.15
556,Huinan,CN,2022-03-24 03:13:16,42.6225,126.2614,44.17,41,37,7.45
557,Beidao,CN,2022-03-24 03:13:16,34.5686,105.8933,54.97,69,97,8.37
558,Pitimbu,BR,2022-03-24 03:13:17,-7.4706,-34.8086,75.79,83,23,8.86
559,Librazhd,AL,2022-03-24 03:13:17,41.1794,20.315,43.7,48,0,6.29
560,Saint-Georges,GD,2022-03-24 03:13:18,12.0564,-61.7485,77.74,76,0,16.71
561,Liku,ID,2022-03-24 03:13:18,-0.7275,119.8922,87.37,56,99,2.73
562,Taitung,TW,2022-03-24 03:13:18,22.7583,121.1444,71.87,78,100,4.61
